TAL;OMRÅDE;TID;INDHOLD
1 Berørte personer (antal);851 Aalborg;2016 2016;9877
1 Berørte personer (antal);851 Aalborg;2017 2017;9273
1 Berørte personer (antal);851 Aalborg;2018 2018;8417
1 Berørte personer (antal);851 Aalborg;2019 2019;8034
1 Berørte personer (antal);851 Aalborg;2020 2020;7874
1 Berørte personer (antal);851 Aalborg;2021 2021;7182
1 Berørte personer (antal);851 Aalborg;2022 2022;7200
1 Berørte personer (antal);998 Uoplyst kommune;2007 2007;0
1 Berørte personer (antal);998 Uoplyst kommune;2008 2008;0
1 Berørte personer (antal);998 Uoplyst kommune;2009 2009;0
1 Berørte personer (antal);998 Uoplyst kommune;2010 2010;0
1 Berørte personer (antal);998 Uoplyst kommune;2011 2011;0
1 Berørte personer (antal);998 Uoplyst kommune;2012 2012;0
1 Berørte personer (antal);998 Uoplyst kommune;2013 2013;0
1 Berørte personer (antal);998 Uoplyst kommune;2014 2014;0
1 Berørte personer (antal);998 Uoplyst kommune;2015 2015;0
1 Berørte personer (antal);998 Uoplyst kommune;2016 2016;0
1 Berørte personer (antal);998 Uoplyst kommune;2017 2017;0
1 Berørte personer (antal);998 Uoplyst kommune;2018 2018;0
1 Berørte personer (antal);998 Uoplyst kommune;2019 2019;0
1 Berørte personer (antal);998 Uoplyst kommune;2020 2020;0
1 Berørte personer (antal);998 Uoplyst kommune;2021 2021;0
1 Berørte personer (antal);998 Uoplyst kommune;2022 2022;0
1 Berørte personer (antal);997 Udlandet;2007 2007;2028
1 Berørte personer (antal);997 Udlandet;2008 2008;1956
1 Berørte personer (antal);997 Udlandet;2009 2009;2306
1 Berørte personer (antal);997 Udlandet;2010 2010;2582
1 Berørte personer (antal);997 Udlandet;2011 2011;2489
1 Berørte personer (antal);997 Udlandet;2012 2012;2322
1 Berørte personer (antal);997 Udlandet;2013 2013;2483
1 Berørte personer (antal);997 Udlandet;2014 2014;2552
1 Berørte personer (antal);997 Udlandet;2015 2015;2481
1 Berørte personer (antal);997 Udlandet;2016 2016;2601
1 Berørte personer (antal);997 Udlandet;2017 2017;2406
1 Berørte personer (antal);997 Udlandet;2018 2018;2194
1 Berørte personer (antal);997 Udlandet;2019 2019;1830
1 Berørte personer (antal);997 Udlandet;2020 2020;1518
1 Berørte personer (antal);997 Udlandet;2021 2021;1479
1 Berørte personer (antal);997 Udlandet;2022 2022;3594
2 Helårsmodtagere (antal);000 Hele landet;2007 2007;116350
2 Helårsmodtagere (antal);000 Hele landet;2008 2008;110428
2 Helårsmodtagere (antal);000 Hele landet;2009 2009;125254
2 Helårsmodtagere (antal);000 Hele landet;2010 2010;135526
2 Helårsmodtagere (antal);000 Hele landet;2011 2011;139146
2 Helårsmodtagere (antal);000 Hele landet;2012 2012;146636
2 Helårsmodtagere (antal);000 Hele landet;2013 2013;164093
2 Helårsmodtagere (antal);000 Hele landet;2014 2014;167488
2 Helårsmodtagere (antal);000 Hele landet;2015 2015;170521
2 Helårsmodtagere (antal);000 Hele landet;2016 2016;168910
2 Helårsmodtagere (antal);000 Hele landet;2017 2017;153404
2 Helårsmodtagere (antal);000 Hele landet;2018 2018;131451
2 Helårsmodtagere (antal);000 Hele landet;2019 2019;120078
2 Helårsmodtagere (antal);000 Hele landet;2020 2020;117051
2 Helårsmodtagere (antal);000 Hele landet;2021 2021;103319
2 Helårsmodtagere (antal);000 Hele landet;2022 2022;94906
2 Helårsmodtagere (antal);084 Region Hovedstaden;2007 2007;39598
2 Helårsmodtagere (antal);084 Region Hovedstaden;2008 2008;37225
2 Helårsmodtagere (antal);084 Region Hovedstaden;2009 2009;42724
2 Helårsmodtagere (antal);084 Region Hovedstaden;2010 2010;47015
2 Helårsmodtagere (antal);084 Region Hovedstaden;2011 2011;47739
2 Helårsmodtagere (antal);084 Region Hovedstaden;2012 2012;49973
2 Helårsmodtagere (antal);084 Region Hovedstaden;2013 2013;55292
2 Helårsmodtagere (antal);084 Region Hovedstaden;2014 2014;56223
2 Helårsmodtagere (antal);084 Region Hovedstaden;2015 2015;55270
2 Helårsmodtagere (antal);084 Region Hovedstaden;2016 2016;53021
2 Helårsmodtagere (antal);084 Region Hovedstaden;2017 2017;47442
2 Helårsmodtagere (antal);084 Region Hovedstaden;2018 2018;39446
2 Helårsmodtagere (antal);084 Region Hovedstaden;2019 2019;35547
2 Helårsmodtagere (antal);084 Region Hovedstaden;2020 2020;34877
2 Helårsmodtagere (antal);084 Region Hovedstaden;2021 2021;30470
2 Helårsmodtagere (antal);084 Region Hovedstaden;2022 2022;26743
2 Helårsmodtagere (antal);01 Landsdel Byen København;2007 2007;22764
2 Helårsmodtagere (antal);01 Landsdel Byen København;2008 2008;21218
2 Helårsmodtagere (antal);01 Landsdel Byen København;2009 2009;23839
2 Helårsmodtagere (antal);01 Landsdel Byen København;2010 2010;25873
2 Helårsmodtagere (antal);01 Landsdel Byen København;2011 2011;25887
2 Helårsmodtagere (antal);01 Landsdel Byen København;2012 2012;26473
2 Helårsmodtagere (antal);01 Landsdel Byen København;2013 2013;28785
2 Helårsmodtagere (antal);01 Landsdel Byen København;2014 2014;29243
2 Helårsmodtagere (antal);01 Landsdel Byen København;2015 2015;28502
2 Helårsmodtagere (antal);01 Landsdel Byen København;2016 2016;26945
2 Helårsmodtagere (antal);01 Landsdel Byen København;2017 2017;23919
2 Helårsmodtagere (antal);01 Landsdel Byen København;2018 2018;20062
2 Helårsmodtagere (antal);01 Landsdel Byen København;2019 2019;18347
2 Helårsmodtagere (antal);01 Landsdel Byen København;2020 2020;18000
2 Helårsmodtagere (antal);01 Landsdel Byen København;2021 2021;15535
2 Helårsmodtagere (antal);01 Landsdel Byen København;2022 2022;13123
2 Helårsmodtagere (antal);101 København;2007 2007;20039
2 Helårsmodtagere (antal);101 København;2008 2008;18717
2 Helårsmodtagere (antal);101 København;2009 2009;21017
2 Helårsmodtagere (antal);101 København;2010 2010;22758
2 Helårsmodtagere (antal);101 København;2011 2011;22802
2 Helårsmodtagere (antal);101 København;2012 2012;23339
2 Helårsmodtagere (antal);101 København;2013 2013;25208
2 Helårsmodtagere (antal);101 København;2014 2014;25517
2 Helårsmodtagere (antal);101 København;2015 2015;24876
2 Helårsmodtagere (antal);101 København;2016 2016;23544
2 Helårsmodtagere (antal);101 København;2017 2017;20877
2 Helårsmodtagere (antal);101 København;2018 2018;17519
2 Helårsmodtagere (antal);101 København;2019 2019;15956
2 Helårsmodtagere (antal);101 København;2020 2020;15558
2 Helårsmodtagere (antal);101 København;2021 2021;13401
2 Helårsmodtagere (antal);101 København;2022 2022;11221
2 Helårsmodtagere (antal);147 Frederiksberg;2007 2007;1972
2 Helårsmodtagere (antal);147 Frederiksberg;2008 2008;1772
2 Helårsmodtagere (antal);147 Frederiksberg;2009 2009;1925
2 Helårsmodtagere (antal);147 Frederiksberg;2010 2010;2085
2 Helårsmodtagere (antal);147 Frederiksberg;2011 2011;2014
2 Helårsmodtagere (antal);147 Frederiksberg;2012 2012;2009
2 Helårsmodtagere (antal);147 Frederiksberg;2013 2013;2291
2 Helårsmodtagere (antal);147 Frederiksberg;2014 2014;2361
2 Helårsmodtagere (antal);147 Frederiksberg;2015 2015;2252
2 Helårsmodtagere (antal);147 Frederiksberg;2016 2016;2113
2 Helårsmodtagere (antal);147 Frederiksberg;2017 2017;1922
2 Helårsmodtagere (antal);147 Frederiksberg;2018 2018;1578
2 Helårsmodtagere (antal);147 Frederiksberg;2019 2019;1482
2 Helårsmodtagere (antal);147 Frederiksberg;2020 2020;1506
2 Helårsmodtagere (antal);147 Frederiksberg;2021 2021;1341
2 Helårsmodtagere (antal);147 Frederiksberg;2022 2022;1216
2 Helårsmodtagere (antal);155 Dragør;2007 2007;103
2 Helårsmodtagere (antal);155 Dragør;2008 2008;98
2 Helårsmodtagere (antal);155 Dragør;2009 2009;135
2 Helårsmodtagere (antal);155 Dragør;2010 2010;142
2 Helårsmodtagere (antal);155 Dragør;2011 2011;150
2 Helårsmodtagere (antal);155 Dragør;2012 2012;169
2 Helårsmodtagere (antal);155 Dragør;2013 2013;194
2 Helårsmodtagere (antal);155 Dragør;2014 2014;199
2 Helårsmodtagere (antal);155 Dragør;2015 2015;218
2 Helårsmodtagere (antal);155 Dragør;2016 2016;225
2 Helårsmodtagere (antal);155 Dragør;2017 2017;197
2 Helårsmodtagere (antal);155 Dragør;2018 2018;158
2 Helårsmodtagere (antal);155 Dragør;2019 2019;152
2 Helårsmodtagere (antal);155 Dragør;2020 2020;151
2 Helårsmodtagere (antal);155 Dragør;2021 2021;126
2 Helårsmodtagere (antal);155 Dragør;2022 2022;96
2 Helårsmodtagere (antal);185 Tårnby;2007 2007;649
2 Helårsmodtagere (antal);185 Tårnby;2008 2008;631
2 Helårsmodtagere (antal);185 Tårnby;2009 2009;763
2 Helårsmodtagere (antal);185 Tårnby;2010 2010;888
2 Helårsmodtagere (antal);185 Tårnby;2011 2011;921
2 Helårsmodtagere (antal);185 Tårnby;2012 2012;956
2 Helårsmodtagere (antal);185 Tårnby;2013 2013;1092
2 Helårsmodtagere (antal);185 Tårnby;2014 2014;1167
2 Helårsmodtagere (antal);185 Tårnby;2015 2015;1157
2 Helårsmodtagere (antal);185 Tårnby;2016 2016;1063
2 Helårsmodtagere (antal);185 Tårnby;2017 2017;923
2 Helårsmodtagere (antal);185 Tårnby;2018 2018;807
2 Helårsmodtagere (antal);185 Tårnby;2019 2019;757
2 Helårsmodtagere (antal);185 Tårnby;2020 2020;784
2 Helårsmodtagere (antal);185 Tårnby;2021 2021;668
2 Helårsmodtagere (antal);185 Tårnby;2022 2022;591
2 Helårsmodtagere (antal);02 Landsdel Københavns omegn;2007 2007;9908
2 Helårsmodtagere (antal);02 Landsdel Københavns omegn;2008 2008;9328
2 Helårsmodtagere (antal);02 Landsdel Københavns omegn;2009 2009;11088
2 Helårsmodtagere (antal);02 Landsdel Københavns omegn;2010 2010;12485
2 Helårsmodtagere (antal);02 Landsdel Københavns omegn;2011 2011;13007
2 Helårsmodtagere (antal);02 Landsdel Københavns omegn;2012 2012;14152
2 Helårsmodtagere (antal);02 Landsdel Københavns omegn;2013 2013;15949
2 Helårsmodtagere (antal);02 Landsdel Københavns omegn;2014 2014;16172
2 Helårsmodtagere (antal);02 Landsdel Københavns omegn;2015 2015;15583
2 Helårsmodtagere (antal);02 Landsdel Københavns omegn;2016 2016;14871
2 Helårsmodtagere (antal);02 Landsdel Københavns omegn;2017 2017;13436
2 Helårsmodtagere (antal);02 Landsdel Københavns omegn;2018 2018;11236
2 Helårsmodtagere (antal);02 Landsdel Københavns omegn;2019 2019;10201
2 Helårsmodtagere (antal);02 Landsdel Københavns omegn;2020 2020;10173
2 Helårsmodtagere (antal);02 Landsdel Københavns omegn;2021 2021;9182
2 Helårsmodtagere (antal);02 Landsdel Københavns omegn;2022 2022;8335
2 Helårsmodtagere (antal);165 Albertslund;2007 2007;922
2 Helårsmodtagere (antal);165 Albertslund;2008 2008;838
2 Helårsmodtagere (antal);165 Albertslund;2009 2009;951
2 Helårsmodtagere (antal);165 Albertslund;2010 2010;1068
2 Helårsmodtagere (antal);165 Albertslund;2011 2011;1100
2 Helårsmodtagere (antal);165 Albertslund;2012 2012;1188
2 Helårsmodtagere (antal);165 Albertslund;2013 2013;1323
2 Helårsmodtagere (antal);165 Albertslund;2014 2014;1310
2 Helårsmodtagere (antal);165 Albertslund;2015 2015;1202
2 Helårsmodtagere (antal);165 Albertslund;2016 2016;1103
2 Helårsmodtagere (antal);165 Albertslund;2017 2017;961
2 Helårsmodtagere (antal);165 Albertslund;2018 2018;762
2 Helårsmodtagere (antal);165 Albertslund;2019 2019;675
2 Helårsmodtagere (antal);165 Albertslund;2020 2020;694
2 Helårsmodtagere (antal);165 Albertslund;2021 2021;632
2 Helårsmodtagere (antal);165 Albertslund;2022 2022;534
2 Helårsmodtagere (antal);151 Ballerup;2007 2007;842
2 Helårsmodtagere (antal);151 Ballerup;2008 2008;773
2 Helårsmodtagere (antal);151 Ballerup;2009 2009;933
2 Helårsmodtagere (antal);151 Ballerup;2010 2010;1053
2 Helårsmodtagere (antal);151 Ballerup;2011 2011;1138
2 Helårsmodtagere (antal);151 Ballerup;2012 2012;1319
2 Helårsmodtagere (antal);151 Ballerup;2013 2013;1502
2 Helårsmodtagere (antal);151 Ballerup;2014 2014;1499
2 Helårsmodtagere (antal);151 Ballerup;2015 2015;1338
2 Helårsmodtagere (antal);151 Ballerup;2016 2016;1281
2 Helårsmodtagere (antal);151 Ballerup;2017 2017;1152
2 Helårsmodtagere (antal);151 Ballerup;2018 2018;1011
2 Helårsmodtagere (antal);151 Ballerup;2019 2019;931
2 Helårsmodtagere (antal);151 Ballerup;2020 2020;936
2 Helårsmodtagere (antal);151 Ballerup;2021 2021;826
2 Helårsmodtagere (antal);151 Ballerup;2022 2022;734
2 Helårsmodtagere (antal);153 Brøndby;2007 2007;913
2 Helårsmodtagere (antal);153 Brøndby;2008 2008;855
2 Helårsmodtagere (antal);153 Brøndby;2009 2009;1031
2 Helårsmodtagere (antal);153 Brøndby;2010 2010;1168
2 Helårsmodtagere (antal);153 Brøndby;2011 2011;1195
2 Helårsmodtagere (antal);153 Brøndby;2012 2012;1298
2 Helårsmodtagere (antal);153 Brøndby;2013 2013;1456
2 Helårsmodtagere (antal);153 Brøndby;2014 2014;1526
2 Helårsmodtagere (antal);153 Brøndby;2015 2015;1541
2 Helårsmodtagere (antal);153 Brøndby;2016 2016;1527
2 Helårsmodtagere (antal);153 Brøndby;2017 2017;1383
2 Helårsmodtagere (antal);153 Brøndby;2018 2018;1296
2 Helårsmodtagere (antal);153 Brøndby;2019 2019;1217
2 Helårsmodtagere (antal);153 Brøndby;2020 2020;1209
2 Helårsmodtagere (antal);153 Brøndby;2021 2021;1098
2 Helårsmodtagere (antal);153 Brøndby;2022 2022;1035
2 Helårsmodtagere (antal);157 Gentofte;2007 2007;671
2 Helårsmodtagere (antal);157 Gentofte;2008 2008;583
2 Helårsmodtagere (antal);157 Gentofte;2009 2009;693
2 Helårsmodtagere (antal);157 Gentofte;2010 2010;784
2 Helårsmodtagere (antal);157 Gentofte;2011 2011;877
2 Helårsmodtagere (antal);157 Gentofte;2012 2012;1006
2 Helårsmodtagere (antal);157 Gentofte;2013 2013;1140
2 Helårsmodtagere (antal);157 Gentofte;2014 2014;1225
2 Helårsmodtagere (antal);157 Gentofte;2015 2015;1192
2 Helårsmodtagere (antal);157 Gentofte;2016 2016;1191
2 Helårsmodtagere (antal);157 Gentofte;2017 2017;1120
2 Helårsmodtagere (antal);157 Gentofte;2018 2018;919
2 Helårsmodtagere (antal);157 Gentofte;2019 2019;789
2 Helårsmodtagere (antal);157 Gentofte;2020 2020;800
2 Helårsmodtagere (antal);157 Gentofte;2021 2021;677
2 Helårsmodtagere (antal);157 Gentofte;2022 2022;618
2 Helårsmodtagere (antal);159 Gladsaxe;2007 2007;1149
2 Helårsmodtagere (antal);159 Gladsaxe;2008 2008;1060
2 Helårsmodtagere (antal);159 Gladsaxe;2009 2009;1257
2 Helårsmodtagere (antal);159 Gladsaxe;2010 2010;1476
2 Helårsmodtagere (antal);159 Gladsaxe;2011 2011;1506
2 Helårsmodtagere (antal);159 Gladsaxe;2012 2012;1675
2 Helårsmodtagere (antal);159 Gladsaxe;2013 2013;1926
2 Helårsmodtagere (antal);159 Gladsaxe;2014 2014;1918
2 Helårsmodtagere (antal);159 Gladsaxe;2015 2015;1820
2 Helårsmodtagere (antal);159 Gladsaxe;2016 2016;1701
2 Helårsmodtagere (antal);159 Gladsaxe;2017 2017;1568
2 Helårsmodtagere (antal);159 Gladsaxe;2018 2018;1237
2 Helårsmodtagere (antal);159 Gladsaxe;2019 2019;1069
2 Helårsmodtagere (antal);159 Gladsaxe;2020 2020;1092
2 Helårsmodtagere (antal);159 Gladsaxe;2021 2021;989
2 Helårsmodtagere (antal);159 Gladsaxe;2022 2022;922
2 Helårsmodtagere (antal);161 Glostrup;2007 2007;483
2 Helårsmodtagere (antal);161 Glostrup;2008 2008;479
2 Helårsmodtagere (antal);161 Glostrup;2009 2009;581
2 Helårsmodtagere (antal);161 Glostrup;2010 2010;623
2 Helårsmodtagere (antal);161 Glostrup;2011 2011;662
2 Helårsmodtagere (antal);161 Glostrup;2012 2012;680
2 Helårsmodtagere (antal);161 Glostrup;2013 2013;788
2 Helårsmodtagere (antal);161 Glostrup;2014 2014;771
2 Helårsmodtagere (antal);161 Glostrup;2015 2015;736
2 Helårsmodtagere (antal);161 Glostrup;2016 2016;718
2 Helårsmodtagere (antal);161 Glostrup;2017 2017;651
2 Helårsmodtagere (antal);161 Glostrup;2018 2018;505
2 Helårsmodtagere (antal);161 Glostrup;2019 2019;473
2 Helårsmodtagere (antal);161 Glostrup;2020 2020;477
2 Helårsmodtagere (antal);161 Glostrup;2021 2021;422
2 Helårsmodtagere (antal);161 Glostrup;2022 2022;368
2 Helårsmodtagere (antal);163 Herlev;2007 2007;678
2 Helårsmodtagere (antal);163 Herlev;2008 2008;623
2 Helårsmodtagere (antal);163 Herlev;2009 2009;736
2 Helårsmodtagere (antal);163 Herlev;2010 2010;766
2 Helårsmodtagere (antal);163 Herlev;2011 2011;754
2 Helårsmodtagere (antal);163 Herlev;2012 2012;815
2 Helårsmodtagere (antal);163 Herlev;2013 2013;891
2 Helårsmodtagere (antal);163 Herlev;2014 2014;910
2 Helårsmodtagere (antal);163 Herlev;2015 2015;912
2 Helårsmodtagere (antal);163 Herlev;2016 2016;826
2 Helårsmodtagere (antal);163 Herlev;2017 2017;735
2 Helårsmodtagere (antal);163 Herlev;2018 2018;608
2 Helårsmodtagere (antal);163 Herlev;2019 2019;518
2 Helårsmodtagere (antal);163 Herlev;2020 2020;498
2 Helårsmodtagere (antal);163 Herlev;2021 2021;435
2 Helårsmodtagere (antal);163 Herlev;2022 2022;400
2 Helårsmodtagere (antal);167 Hvidovre;2007 2007;975
2 Helårsmodtagere (antal);167 Hvidovre;2008 2008;962
2 Helårsmodtagere (antal);167 Hvidovre;2009 2009;1161
2 Helårsmodtagere (antal);167 Hvidovre;2010 2010;1336
2 Helårsmodtagere (antal);167 Hvidovre;2011 2011;1325
2 Helårsmodtagere (antal);167 Hvidovre;2012 2012;1420
2 Helårsmodtagere (antal);167 Hvidovre;2013 2013;1564
2 Helårsmodtagere (antal);167 Hvidovre;2014 2014;1568
2 Helårsmodtagere (antal);167 Hvidovre;2015 2015;1536
2 Helårsmodtagere (antal);167 Hvidovre;2016 2016;1545
2 Helårsmodtagere (antal);167 Hvidovre;2017 2017;1454
2 Helårsmodtagere (antal);167 Hvidovre;2018 2018;1224
2 Helårsmodtagere (antal);167 Hvidovre;2019 2019;1146
2 Helårsmodtagere (antal);167 Hvidovre;2020 2020;1081
2 Helårsmodtagere (antal);167 Hvidovre;2021 2021;976
2 Helårsmodtagere (antal);167 Hvidovre;2022 2022;888
2 Helårsmodtagere (antal);169 Høje-Taastrup;2007 2007;1195
2 Helårsmodtagere (antal);169 Høje-Taastrup;2008 2008;1065
2 Helårsmodtagere (antal);169 Høje-Taastrup;2009 2009;1208
2 Helårsmodtagere (antal);169 Høje-Taastrup;2010 2010;1345
2 Helårsmodtagere (antal);169 Høje-Taastrup;2011 2011;1451
2 Helårsmodtagere (antal);169 Høje-Taastrup;2012 2012;1611
2 Helårsmodtagere (antal);169 Høje-Taastrup;2013 2013;1900
2 Helårsmodtagere (antal);169 Høje-Taastrup;2014 2014;1940
2 Helårsmodtagere (antal);169 Høje-Taastrup;2015 2015;1887
2 Helårsmodtagere (antal);169 Høje-Taastrup;2016 2016;1739
2 Helårsmodtagere (antal);169 Høje-Taastrup;2017 2017;1527
2 Helårsmodtagere (antal);169 Høje-Taastrup;2018 2018;1240
2 Helårsmodtagere (antal);169 Høje-Taastrup;2019 2019;1115
2 Helårsmodtagere (antal);169 Høje-Taastrup;2020 2020;1137
2 Helårsmodtagere (antal);169 Høje-Taastrup;2021 2021;1078
2 Helårsmodtagere (antal);169 Høje-Taastrup;2022 2022;957
2 Helårsmodtagere (antal);183 Ishøj;2007 2007;513
2 Helårsmodtagere (antal);183 Ishøj;2008 2008;523
2 Helårsmodtagere (antal);183 Ishøj;2009 2009;663
2 Helårsmodtagere (antal);183 Ishøj;2010 2010;790
2 Helårsmodtagere (antal);183 Ishøj;2011 2011;829
2 Helårsmodtagere (antal);183 Ishøj;2012 2012;884
2 Helårsmodtagere (antal);183 Ishøj;2013 2013;987
2 Helårsmodtagere (antal);183 Ishøj;2014 2014;1032
2 Helårsmodtagere (antal);183 Ishøj;2015 2015;967
2 Helårsmodtagere (antal);183 Ishøj;2016 2016;855
2 Helårsmodtagere (antal);183 Ishøj;2017 2017;721
2 Helårsmodtagere (antal);183 Ishøj;2018 2018;637
2 Helårsmodtagere (antal);183 Ishøj;2019 2019;573
2 Helårsmodtagere (antal);183 Ishøj;2020 2020;542
2 Helårsmodtagere (antal);183 Ishøj;2021 2021;475
2 Helårsmodtagere (antal);183 Ishøj;2022 2022;421
2 Helårsmodtagere (antal);173 Lyngby-Taarbæk;2007 2007;581
2 Helårsmodtagere (antal);173 Lyngby-Taarbæk;2008 2008;588
2 Helårsmodtagere (antal);173 Lyngby-Taarbæk;2009 2009;680
2 Helårsmodtagere (antal);173 Lyngby-Taarbæk;2010 2010;726
2 Helårsmodtagere (antal);173 Lyngby-Taarbæk;2011 2011;777
2 Helårsmodtagere (antal);173 Lyngby-Taarbæk;2012 2012;793
2 Helårsmodtagere (antal);173 Lyngby-Taarbæk;2013 2013;857
2 Helårsmodtagere (antal);173 Lyngby-Taarbæk;2014 2014;855
2 Helårsmodtagere (antal);173 Lyngby-Taarbæk;2015 2015;893
2 Helårsmodtagere (antal);173 Lyngby-Taarbæk;2016 2016;869
2 Helårsmodtagere (antal);173 Lyngby-Taarbæk;2017 2017;811
2 Helårsmodtagere (antal);173 Lyngby-Taarbæk;2018 2018;698
2 Helårsmodtagere (antal);173 Lyngby-Taarbæk;2019 2019;666
2 Helårsmodtagere (antal);173 Lyngby-Taarbæk;2020 2020;695
2 Helårsmodtagere (antal);173 Lyngby-Taarbæk;2021 2021;678
2 Helårsmodtagere (antal);173 Lyngby-Taarbæk;2022 2022;619
2 Helårsmodtagere (antal);175 Rødovre;2007 2007;929
2 Helårsmodtagere (antal);175 Rødovre;2008 2008;909
2 Helårsmodtagere (antal);175 Rødovre;2009 2009;1077
2 Helårsmodtagere (antal);175 Rødovre;2010 2010;1194
2 Helårsmodtagere (antal);175 Rødovre;2011 2011;1220
2 Helårsmodtagere (antal);175 Rødovre;2012 2012;1273
2 Helårsmodtagere (antal);175 Rødovre;2013 2013;1369
2 Helårsmodtagere (antal);175 Rødovre;2014 2014;1343
2 Helårsmodtagere (antal);175 Rødovre;2015 2015;1301
2 Helårsmodtagere (antal);175 Rødovre;2016 2016;1292
2 Helårsmodtagere (antal);175 Rødovre;2017 2017;1161
2 Helårsmodtagere (antal);175 Rødovre;2018 2018;936
2 Helårsmodtagere (antal);175 Rødovre;2019 2019;874
2 Helårsmodtagere (antal);175 Rødovre;2020 2020;862
2 Helårsmodtagere (antal);175 Rødovre;2021 2021;755
2 Helårsmodtagere (antal);175 Rødovre;2022 2022;701
2 Helårsmodtagere (antal);187 Vallensbæk;2007 2007;58
2 Helårsmodtagere (antal);187 Vallensbæk;2008 2008;70
2 Helårsmodtagere (antal);187 Vallensbæk;2009 2009;118
2 Helårsmodtagere (antal);187 Vallensbæk;2010 2010;156
2 Helårsmodtagere (antal);187 Vallensbæk;2011 2011;174
2 Helårsmodtagere (antal);187 Vallensbæk;2012 2012;190
2 Helårsmodtagere (antal);187 Vallensbæk;2013 2013;245
2 Helårsmodtagere (antal);187 Vallensbæk;2014 2014;275
2 Helårsmodtagere (antal);187 Vallensbæk;2015 2015;257
2 Helårsmodtagere (antal);187 Vallensbæk;2016 2016;223
2 Helårsmodtagere (antal);187 Vallensbæk;2017 2017;192
2 Helårsmodtagere (antal);187 Vallensbæk;2018 2018;163
2 Helårsmodtagere (antal);187 Vallensbæk;2019 2019;155
2 Helårsmodtagere (antal);187 Vallensbæk;2020 2020;150
2 Helårsmodtagere (antal);187 Vallensbæk;2021 2021;141
2 Helårsmodtagere (antal);187 Vallensbæk;2022 2022;138
2 Helårsmodtagere (antal);03 Landsdel Nordsjælland;2007 2007;5892
2 Helårsmodtagere (antal);03 Landsdel Nordsjælland;2008 2008;5683
2 Helårsmodtagere (antal);03 Landsdel Nordsjælland;2009 2009;6772
2 Helårsmodtagere (antal);03 Landsdel Nordsjælland;2010 2010;7596
2 Helårsmodtagere (antal);03 Landsdel Nordsjælland;2011 2011;7750
2 Helårsmodtagere (antal);03 Landsdel Nordsjælland;2012 2012;8215
2 Helårsmodtagere (antal);03 Landsdel Nordsjælland;2013 2013;9353
2 Helårsmodtagere (antal);03 Landsdel Nordsjælland;2014 2014;9626
2 Helårsmodtagere (antal);03 Landsdel Nordsjælland;2015 2015;9961
2 Helårsmodtagere (antal);03 Landsdel Nordsjælland;2016 2016;10030
2 Helårsmodtagere (antal);03 Landsdel Nordsjælland;2017 2017;9092
2 Helårsmodtagere (antal);03 Landsdel Nordsjælland;2018 2018;7388
2 Helårsmodtagere (antal);03 Landsdel Nordsjælland;2019 2019;6395
2 Helårsmodtagere (antal);03 Landsdel Nordsjælland;2020 2020;6141
2 Helårsmodtagere (antal);03 Landsdel Nordsjælland;2021 2021;5267
2 Helårsmodtagere (antal);03 Landsdel Nordsjælland;2022 2022;4823
2 Helårsmodtagere (antal);201 Allerød;2007 2007;124
2 Helårsmodtagere (antal);201 Allerød;2008 2008;122
2 Helårsmodtagere (antal);201 Allerød;2009 2009;153
2 Helårsmodtagere (antal);201 Allerød;2010 2010;186
2 Helårsmodtagere (antal);201 Allerød;2011 2011;201
2 Helårsmodtagere (antal);201 Allerød;2012 2012;239
2 Helårsmodtagere (antal);201 Allerød;2013 2013;273
2 Helårsmodtagere (antal);201 Allerød;2014 2014;281
2 Helårsmodtagere (antal);201 Allerød;2015 2015;331
2 Helårsmodtagere (antal);201 Allerød;2016 2016;341
2 Helårsmodtagere (antal);201 Allerød;2017 2017;312
2 Helårsmodtagere (antal);201 Allerød;2018 2018;229
2 Helårsmodtagere (antal);201 Allerød;2019 2019;208
2 Helårsmodtagere (antal);201 Allerød;2020 2020;200
2 Helårsmodtagere (antal);201 Allerød;2021 2021;177
2 Helårsmodtagere (antal);201 Allerød;2022 2022;179
2 Helårsmodtagere (antal);240 Egedal;2007 2007;248
2 Helårsmodtagere (antal);240 Egedal;2008 2008;231
2 Helårsmodtagere (antal);240 Egedal;2009 2009;300
2 Helårsmodtagere (antal);240 Egedal;2010 2010;344
2 Helårsmodtagere (antal);240 Egedal;2011 2011;384
2 Helårsmodtagere (antal);240 Egedal;2012 2012;391
2 Helårsmodtagere (antal);240 Egedal;2013 2013;516
2 Helårsmodtagere (antal);240 Egedal;2014 2014;534
2 Helårsmodtagere (antal);240 Egedal;2015 2015;603
2 Helårsmodtagere (antal);240 Egedal;2016 2016;606
2 Helårsmodtagere (antal);240 Egedal;2017 2017;500
2 Helårsmodtagere (antal);240 Egedal;2018 2018;442
2 Helårsmodtagere (antal);240 Egedal;2019 2019;377
2 Helårsmodtagere (antal);240 Egedal;2020 2020;362
2 Helårsmodtagere (antal);240 Egedal;2021 2021;331
2 Helårsmodtagere (antal);240 Egedal;2022 2022;369
2 Helårsmodtagere (antal);210 Fredensborg;2007 2007;695
2 Helårsmodtagere (antal);210 Fredensborg;2008 2008;706
2 Helårsmodtagere (antal);210 Fredensborg;2009 2009;804
2 Helårsmodtagere (antal);210 Fredensborg;2010 2010;800
2 Helårsmodtagere (antal);210 Fredensborg;2011 2011;737
