,muni_code,year,pop_dens
32,101,2008,58.87540415704388
33,101,2009,59.88152424942263
34,101,2010,60.993995381062355
35,101,2011,62.302771362586604
36,101,2012,63.40069284064665
37,101,2013,64.60046189376443
38,101,2014,65.76870669745958
39,101,2015,66.99584295612009
40,101,2016,68.30034642032332
41,101,2017,69.57055427251733
42,101,2018,70.81847575057736
43,101,2019,71.98660508083141
44,101,2020,73.01847575057737
45,101,2021,73.68556581986144
46,101,2022,74.41466512702078
47,101,2023,75.48083140877598
48,147,2008,107.40689655172413
49,147,2009,109.22873563218391
50,147,2010,111.17011494252874
51,147,2011,113.54252873563219
52,147,2012,115.1896551724138
53,147,2013,117.27471264367816
54,147,2014,118.06551724137931
55,147,2015,118.61149425287357
56,147,2016,120.09310344827587
57,147,2017,120.73218390804598
58,147,2018,120.01149425287356
59,147,2019,119.49425287356321
60,147,2020,119.89080459770115
61,147,2021,119.16896551724138
62,147,2022,119.0896551724138
63,147,2023,120.30344827586207
64,155,2008,7.246448087431694
65,155,2009,7.328415300546448
66,155,2010,7.412021857923497
67,155,2011,7.495628415300547
68,155,2012,7.481967213114754
69,155,2013,7.604918032786885
70,155,2014,7.637704918032787
71,155,2015,7.665573770491803
72,155,2016,7.727868852459016
73,155,2017,7.807650273224044
74,155,2018,7.798907103825137
75,155,2019,7.797814207650274
76,155,2020,7.920218579234973
77,155,2021,7.96120218579235
78,155,2022,8.0
79,155,2023,7.983060109289617
80,185,2008,6.053857791225416
81,185,2009,6.083812405446293
82,185,2010,6.109379727685325
83,185,2011,6.177760968229955
84,185,2012,6.225567322239032
