,erhvervsindkomst,formueindkomst,anden_personlig_indkomst,muni_code,year
1894,103268,4446,2455,370,1991
1895,104510,4475,2327,370,1992
1896,104465,4310,2531,370,1993
1897,110970,3984,1191,370,1994
1898,116661,4213,1046,370,1995
1899,121649,4204,769,370,1996
1900,127380,4468,1657,370,1997
1901,134071,5012,1657,370,1998
1902,140221,4890,1110,370,1999
1903,147033,5757,861,370,2000
1904,153283,5599,1182,370,2001
1905,156157,5248,1804,370,2002
1906,157584,5226,2011,370,2003
1907,163015,4815,1877,370,2004
1908,169617,5664,1688,370,2005
1909,177958,6928,1722,370,2006
1910,183951,13196,1623,370,2007
1911,186728,7674,1671,370,2008
1912,183029,5606,1550,370,2009
1913,184257,5759,1689,370,2010
1914,185577,6029,1628,370,2011
1915,188043,5718,1403,370,2012
1916,189304,6205,1283,370,2013
1917,190957,6253,1551,370,2014
1918,194613,7345,1566,370,2015
1919,198078,7000,1556,370,2016
1920,203933,7414,1897,370,2017
1921,208791,6226,1682,370,2018
1922,215714,7345,1723,370,2019
1923,227415,8263,2786,370,2020
1924,238959,10366,2031,370,2021
1925,76082,4908,5127,376,1987
1926,80491,5123,5527,376,1988
1927,82006,6284,6412,376,1989
1928,83954,7908,6328,376,1990
1929,86193,5737,2715,376,1991
1930,87232,5021,2374,376,1992
1931,87873,4775,2549,376,1993
1932,92133,4210,916,376,1994
1933,96681,4013,1171,376,1995
1934,100801,4617,1244,376,1996
1935,105643,4458,1891,376,1997
1936,110110,4620,1852,376,1998
1937,115311,4483,1448,376,1999
1938,121288,5307,1093,376,2000
1939,126316,5348,1379,376,2001
1940,129034,4453,1783,376,2002
1941,130844,3835,1840,376,2003
1942,134509,4526,1777,376,2004
1943,139858,5474,2072,376,2005
1944,148893,7496,1767,376,2006
1945,152749,9056,1780,376,2007
1946,156206,6792,1912,376,2008
1947,153726,4438,1507,376,2009
1948,155615,5674,1588,376,2010
1949,153163,2059,1643,376,2011
1950,156081,4133,1333,376,2012
1951,157743,6038,1134,376,2013
1952,157958,6100,1316,376,2014
1953,159861,8470,1554,376,2015
1954,163666,7171,1582,376,2016
1955,167139,7018,1684,376,2017
1956,171240,5671,1851,376,2018
1957,177269,6128,2116,376,2019
1958,189100,7696,2889,376,2020
1959,200567,9539,2189,376,2021
1960,78832,4953,6048,390,1987
1961,81850,5175,6618,390,1988
1962,84399,5168,6538,390,1989
1963,86165,5220,7155,390,1990
1964,88033,5429,2313,390,1991
1965,89606,5054,2336,390,1992
1966,90822,4822,2678,390,1993
1967,96982,4264,1275,390,1994
1968,101399,4043,1181,390,1995
1969,105652,4113,854,390,1996
1970,111689,4550,1401,390,1997
1971,117227,4715,1683,390,1998
1972,123071,4470,1260,390,1999
1973,130899,5426,1103,390,2000
1974,135467,5708,1208,390,2001
1975,136840,5769,1801,390,2002
1976,138659,5381,2076,390,2003
1977,142159,4881,1993,390,2004
1978,150025,5834,1739,390,2005
1979,156760,7303,1828,390,2006
1980,161957,9316,1907,390,2007
1981,160402,7321,1824,390,2008
1982,157300,4702,1635,390,2009
1983,159267,5848,1740,390,2010
1984,160452,4903,1608,390,2011
1985,161463,5474,1501,390,2012
1986,164005,6387,1391,390,2013
1987,164490,7108,1571,390,2014
1988,168032,8063,1915,390,2015
1989,169405,7075,1794,390,2016
1990,174592,7058,1785,390,2017
1991,179681,6681,2005,390,2018
1992,184365,7820,2045,390,2019
1993,196252,9655,2874,390,2020
1994,207069,9262,2129,390,2021
1995,78215,3834,4878,400,1987
1996,80248,4195,5013,400,1988
1997,83230,4087,5560,400,1989
1998,86170,4211,5816,400,1990
1999,86331,3890,6599,400,1991
2000,87205,3775,5130,400,1992
2001,85910,3948,5770,400,1993
2002,94810,3541,1532,400,1994
2003,97686,3519,1800,400,1995
2004,99914,3970,1617,400,1996
2005,103078,3816,2341,400,1997
2006,106920,4075,2632,400,1998
2007,111638,3850,2115,400,1999
2008,116899,4514,1864,400,2000
2009,121542,4625,2143,400,2001
2010,122781,4133,2706,400,2002
2011,123625,3988,2833,400,2003
2012,127621,4031,2308,400,2004
2013,131241,5020,2227,400,2005
2014,138971,5220,2252,400,2006
2015,141438,7182,2345,400,2007
2016,144277,6437,2628,400,2008
2017,141561,4246,1904,400,2009
2018,144720,5943,1831,400,2010
2019,146673,4952,2155,400,2011
2020,149554,5210,1422,400,2012
2021,148028,5376,1424,400,2013
2022,148890,6237,1645,400,2014
2023,152348,7135,1753,400,2015
2024,157214,7616,1689,400,2016
2025,163154,7757,1803,400,2017
2026,165277,6634,2047,400,2018
2027,173379,7146,2187,400,2019
2028,177145,8260,2750,400,2020
2029,184447,9956,2231,400,2021
2030,85911,4320,6221,410,1987
2031,90392,4537,6249,410,1988
2032,93071,4430,6301,410,1989
2033,96765,4647,7748,410,1990
2034,99186,4801,3245,410,1991
2035,102987,4727,2794,410,1992
2036,103176,5021,3144,410,1993
2037,111680,4430,1158,410,1994
2038,117735,4884,1340,410,1995
2039,122923,5252,990,410,1996
2040,129718,5981,1533,410,1997
2041,137218,7064,1919,410,1998
2042,143609,5611,1660,410,1999
2043,150563,7437,1391,410,2000
2044,155793,7596,1601,410,2001
2045,159851,7540,2052,410,2002
2046,161418,7249,2336,410,2003
2047,165307,6788,2081,410,2004
2048,171979,8377,1850,410,2005
2049,181100,10240,1838,410,2006
2050,187670,13493,2051,410,2007
2051,193698,11440,2471,410,2008
2052,188191,8318,1978,410,2009
2053,192773,8272,2041,410,2010
2054,191164,9370,2276,410,2011
2055,197757,8576,1565,410,2012
2056,200464,7398,1401,410,2013
2057,201001,9958,1343,410,2014
2058,207780,13656,1733,410,2015
2059,209760,11766,1694,410,2016
2060,220474,12103,2477,410,2017
2061,222016,12991,1928,410,2018
2062,231208,21814,2010,410,2019
2063,243920,23178,2616,410,2020
2064,256291,19207,2271,410,2021
2065,80886,3675,3929,420,1987
2066,84693,3939,4632,420,1988
2067,88272,4062,5030,420,1989
2068,91304,4153,5260,420,1990
2069,93731,4151,3008,420,1991
2070,96266,4162,3092,420,1992
2071,96058,4241,2501,420,1993
2072,104921,4484,1448,420,1994
2073,110976,3788,1478,420,1995
2074,116535,3813,1023,420,1996
2075,123760,4374,1200,420,1997
2076,130374,5355,1679,420,1998
2077,134381,4284,1139,420,1999
2078,141715,5030,1023,420,2000
2079,146388,5786,1401,420,2001
2080,148211,5956,1952,420,2002
2081,151308,5728,2125,420,2003
2082,155750,5083,1937,420,2004
2083,160179,6375,1766,420,2005
2084,169447,9002,2031,420,2006
2085,176273,10689,1948,420,2007
2086,176559,8980,2185,420,2008
2087,172532,6515,1775,420,2009
2088,175225,6056,1807,420,2010
2089,176407,6541,1940,420,2011
2090,178740,6097,1344,420,2012
2091,179209,6069,1412,420,2013
2092,179316,6987,1402,420,2014
2093,182838,8860,1599,420,2015
2094,184985,9474,1640,420,2016
2095,191691,10053,1673,420,2017
2096,195756,8168,1717,420,2018
2097,203969,9677,1753,420,2019
2098,211438,10641,2550,420,2020
2099,221531,12883,2029,420,2021
2100,81179,4110,4746,430,1987
2101,85624,4546,5403,430,1988
2102,89059,4475,4873,430,1989
2103,92562,4511,5390,430,1990
2104,95067,4636,3039,430,1991
2105,98760,4687,2675,430,1992
2106,97762,5001,2549,430,1993
2107,105160,4095,1219,430,1994
2108,109405,4405,1323,430,1995
2109,114433,4248,817,430,1996
2110,120748,4890,1238,430,1997
2111,126183,5823,1676,430,1998
2112,129685,5051,1283,430,1999
2113,135941,6162,1075,430,2000
2114,140731,6484,1361,430,2001
2115,143130,5154,1964,430,2002
2116,145190,5338,2162,430,2003
2117,150136,5385,2063,430,2004
2118,153463,6282,1928,430,2005
2119,163235,7880,2079,430,2006
2120,168952,9451,1993,430,2007
2121,172764,8222,2039,430,2008
2122,166973,5637,1902,430,2009
2123,167832,5655,2081,430,2010
2124,169133,6186,1978,430,2011
2125,170394,7549,1503,430,2012
2126,173257,6074,1400,430,2013
2127,175549,7259,1426,430,2014
2128,177203,10252,1648,430,2015
2129,177616,8495,1616,430,2016
2130,187005,8086,1644,430,2017
2131,192024,9388,1834,430,2018
2132,199036,7747,1892,430,2019
2133,206799,9618,2764,430,2020
2134,217034,10192,2166,430,2021
2135,88056,3177,4317,440,1987
2136,94232,3592,4227,440,1988
2137,97891,3843,5963,440,1989
2138,101060,4374,6003,440,1990
2139,104049,4231,3337,440,1991
2140,108200,4131,2798,440,1992
2141,107118,3889,2825,440,1993
2142,115039,4182,1545,440,1994
2143,120283,4024,1632,440,1995
2144,124680,4566,947,440,1996
2145,130817,5825,1592,440,1997
2146,138088,5226,2144,440,1998
2147,141226,5745,1469,440,1999
2148,147176,5499,1049,440,2000
2149,152412,5991,1441,440,2001
2150,155225,6766,2138,440,2002
2151,153907,5642,2298,440,2003
2152,159442,6441,1989,440,2004
2153,163576,9590,1735,440,2005
2154,173112,7768,2027,440,2006
2155,177574,14859,1938,440,2007
2156,178887,9811,2272,440,2008
2157,176340,5938,1934,440,2009
2158,175401,7842,2138,440,2010
2159,173937,8916,2546,440,2011
2160,171023,9867,1856,440,2012
2161,174842,11578,1538,440,2013
2162,179934,12937,1648,440,2014
2163,181193,16745,1872,440,2015
2164,183848,19213,1885,440,2016
2165,190725,14764,1915,440,2017
2166,196387,13510,1894,440,2018
2167,204572,15121,1899,440,2019
2168,212097,15382,2935,440,2020
2169,225279,20354,2227,440,2021
2170,82639,3826,6360,450,1987
2171,87713,4379,7070,450,1988
2172,91705,4112,7353,450,1989
2173,95392,4220,8256,450,1990
2174,98650,4302,2942,450,1991
2175,101209,3937,3368,450,1992
2176,99469,4130,2643,450,1993
2177,105025,3564,1004,450,1994
2178,109412,3689,1204,450,1995
2179,113055,3605,816,450,1996
2180,118483,3702,1396,450,1997
2181,123309,4182,1924,450,1998
2182,124109,4003,1540,450,1999
2183,130931,4740,1223,450,2000
2184,137116,4963,1473,450,2001
2185,141132,4226,1942,450,2002
2186,142256,6613,2073,450,2003
2187,146754,5559,1773,450,2004
2188,151537,5947,1471,450,2005
2189,162173,7024,1913,450,2006
2190,166190,8536,1785,450,2007
2191,171546,7459,1862,450,2008
2192,167557,6514,1602,450,2009
2193,166806,6905,1750,450,2010
2194,167316,5938,1947,450,2011
2195,168345,5787,1494,450,2012
2196,168421,7108,1234,450,2013
2197,170335,8223,1500,450,2014
2198,173433,7980,1635,450,2015
2199,175604,7568,1761,450,2016
2200,180434,7388,1772,450,2017
2201,188097,8139,2051,450,2018
2202,193945,7956,1968,450,2019
2203,201576,11972,2901,450,2020
2204,214082,11065,2047,450,2021
2205,85448,3268,6352,461,1987
2206,89781,3668,6402,461,1988
2207,91742,3757,6801,461,1989
2208,94023,4008,6951,461,1990
2209,95680,3830,3073,461,1991
2210,97275,3980,2675,461,1992
2211,97145,4160,3576,461,1993
2212,102789,3776,1312,461,1994
2213,107724,4012,1081,461,1995
2214,111885,4332,855,461,1996
2215,117603,4947,1530,461,1997
2216,123874,6326,1728,461,1998
2217,128734,5067,1368,461,1999
2218,134080,5966,1016,461,2000
2219,139582,6247,1438,461,2001
2220,143128,5329,5583,461,2002
2221,145178,5393,5447,461,2003
2222,148395,5418,1946,461,2004
2223,153318,6980,1623,461,2005
2224,161269,8068,1740,461,2006
2225,167932,10770,1740,461,2007
2226,173222,6985,2161,461,2008
2227,170692,5308,1645,461,2009
2228,172551,6418,1831,461,2010
2229,171818,7464,1863,461,2011
2230,171160,6360,1420,461,2012
2231,174592,7261,1289,461,2013
2232,177001,7295,1312,461,2014
2233,179515,11789,1610,461,2015
2234,183434,8915,1546,461,2016
2235,187856,9291,1579,461,2017
2236,194637,8729,1606,461,2018
2237,199852,10325,1676,461,2019
2238,209532,10207,2467,461,2020
2239,222232,13038,1972,461,2021
2240,79386,4287,6352,479,1987
2241,83764,4463,6598,479,1988
2242,86712,4312,6966,479,1989
2243,88904,4475,7348,479,1990
2244,88983,4323,5814,479,1991
2245,91370,4411,5683,479,1992
2246,90446,4697,6252,479,1993
2247,98621,4196,1444,479,1994
2248,102763,3971,1211,479,1995
2249,107891,5646,1047,479,1996
2250,112863,5082,1729,479,1997
2251,118989,6134,2253,479,1998
2252,121282,6269,1973,479,1999
2253,126695,6408,1854,479,2000
2254,132146,7295,1966,479,2001
2255,136726,6740,2739,479,2002
2256,139143,6833,2869,479,2003
2257,143490,6657,2571,479,2004
2258,148081,7689,2118,479,2005
2259,156402,9417,2676,479,2006
2260,163370,11538,2943,479,2007
2261,171018,10207,3022,479,2008
2262,166479,6597,2723,479,2009
2263,167807,7371,2626,479,2010
2264,168334,7780,3257,479,2011
2265,172558,7518,1548,479,2012
2266,173717,8424,1400,479,2013
2267,177597,8885,1448,479,2014
2268,179492,11563,1844,479,2015
2269,182588,11313,1942,479,2016
2270,186882,10636,1904,479,2017
2271,191266,8624,2024,479,2018
2272,198258,14694,2157,479,2019
2273,206350,19002,3052,479,2020
2274,215743,22152,2434,479,2021
2275,81592,4225,3277,480,1987
2276,85822,4325,3804,480,1988
2277,89365,4441,4215,480,1989
2278,92059,4641,4240,480,1990
2279,95058,4681,2742,480,1991
2280,97930,4527,2339,480,1992
2281,97993,4561,2142,480,1993
2282,105658,3960,1061,480,1994
2283,110970,4159,1331,480,1995
2284,115763,4124,702,480,1996
2285,122258,5081,1080,480,1997
2286,127305,6700,1502,480,1998
2287,130703,4909,1169,480,1999
2288,138469,6383,1007,480,2000
2289,143940,6046,1161,480,2001
2290,145314,6700,1739,480,2002
2291,146233,4842,2024,480,2003
2292,152381,5115,1874,480,2004
2293,157846,6183,1654,480,2005
2294,167491,9370,1766,480,2006
2295,173222,9473,1786,480,2007
2296,175654,7824,1917,480,2008
2297,168947,5036,1721,480,2009
2298,171616,6276,1791,480,2010
2299,175421,6030,1888,480,2011
2300,176502,6403,1473,480,2012
2301,180055,6299,1358,480,2013
2302,181170,7113,1434,480,2014
2303,184147,8129,1871,480,2015
2304,186619,7579,1763,480,2016
2305,193897,7283,1746,480,2017
2306,199808,7890,1782,480,2018
2307,204785,9231,1837,480,2019
2308,211889,9436,2635,480,2020
2309,221384,9650,2148,480,2021
2310,64152,4909,6488,482,1987
2311,66154,5101,5833,482,1988
2312,68771,5166,5885,482,1989
2313,71674,5416,6613,482,1990
2314,72595,5500,3038,482,1991
2315,74780,5547,3034,482,1992
2316,74644,5654,3005,482,1993
2317,79893,4614,1296,482,1994
2318,84065,4625,1256,482,1995
2319,88603,4981,895,482,1996
2320,93175,4301,1427,482,1997
2321,97117,5133,1876,482,1998
2322,98151,4294,1399,482,1999
2323,102169,6486,1251,482,2000
2324,106037,5401,1511,482,2001
2325,107290,5083,2447,482,2002
2326,108652,4387,2381,482,2003
2327,112859,4275,2490,482,2004
2328,115936,5197,2456,482,2005
2329,126427,6462,2705,482,2006
2330,132006,8082,2828,482,2007
2331,136281,6927,2797,482,2008
2332,131483,4840,2310,482,2009
2333,132535,5157,2006,482,2010
2334,129967,3951,2351,482,2011
2335,132538,4276,1423,482,2012
2336,132167,4907,1096,482,2013
2337,133552,5520,1541,482,2014
2338,133157,5651,1913,482,2015
2339,135087,6849,1662,482,2016
2340,138878,5505,1953,482,2017
2341,140643,4298,1897,482,2018
2342,149889,6009,1963,482,2019
2343,161207,6832,2869,482,2020
2344,160633,7300,2033,482,2021
2345,62668,4712,6586,492,1987
2346,64396,5561,8305,492,1988
2347,70296,5400,7013,492,1989
2348,72318,5469,7649,492,1990
2349,66776,5609,11111,492,1991
2350,70703,5723,11611,492,1992
2351,68531,6175,11099,492,1993
2352,83841,5128,1724,492,1994
2353,88088,4651,1849,492,1995
2354,90226,4507,1429,492,1996
2355,96430,4551,2446,492,1997
2356,99292,5101,2140,492,1998
2357,101285,5619,2391,492,1999
2358,103569,5185,2319,492,2000
2359,110659,6043,2995,492,2001
2360,114392,8079,3484,492,2002
2361,115343,6895,3809,492,2003
2362,117871,5882,3904,492,2004
2363,118600,6838,3213,492,2005
2364,125329,10204,3152,492,2006
2365,131843,14156,3577,492,2007
2366,138859,9338,3553,492,2008
2367,136469,5937,3519,492,2009
2368,135668,7671,2960,492,2010
2369,136616,4406,3960,492,2011
2370,138793,5822,1945,492,2012
2371,134153,7745,1814,492,2013
2372,140816,7689,1823,492,2014
2373,138673,9929,2043,492,2015
2374,141958,10880,2135,492,2016
2375,143381,8021,2138,492,2017
2376,147149,6858,1938,492,2018
2377,151454,6352,2104,492,2019
2378,158820,9361,2872,492,2020
2379,166768,11557,2405,492,2021
2380,82560,3550,5380,510,1987
2381,87716,3837,5875,510,1988
2382,90903,3667,5920,510,1989
2383,93328,3891,6454,510,1990
2384,95540,3397,2851,510,1991
2385,99905,3352,2829,510,1992
2386,100624,3254,3120,510,1993
2387,105430,3880,1585,510,1994
2388,111415,4190,1535,510,1995
2389,116227,4870,1024,510,1996
2390,121763,5026,1528,510,1997
2391,127168,4967,1813,510,1998
2392,131245,4630,1525,510,1999
2393,138328,6123,1164,510,2000
2394,143435,7506,1389,510,2001
2395,145387,6661,1964,510,2002
2396,146301,5007,2017,510,2003
2397,151217,6633,1987,510,2004
2398,158260,7468,1960,510,2005
2399,168583,10896,2319,510,2006
2400,177694,11091,1919,510,2007
2401,178491,10036,2318,510,2008
2402,171023,11663,1962,510,2009
2403,171882,9333,1968,510,2010
2404,172819,8584,2093,510,2011
2405,174385,7367,1397,510,2012
2406,176022,8289,1164,510,2013
2407,178298,9134,1244,510,2014
2408,181956,9778,1533,510,2015
2409,183659,9789,1537,510,2016
2410,191017,9875,1647,510,2017
2411,195617,8875,1723,510,2018
2412,201312,10109,1742,510,2019
2413,210125,11001,2644,510,2020
2414,221249,11711,1963,510,2021
2415,94282,6020,4670,530,1987
2416,98652,5813,8029,530,1988
2417,102657,6146,6044,530,1989
2418,106011,7278,5193,530,1990
2419,110128,7139,2176,530,1991
2420,113792,7237,2931,530,1992
2421,114526,7590,3692,530,1993
2422,123152,7998,3146,530,1994
2423,128246,7331,1529,530,1995
2424,132885,8413,750,530,1996
2425,139986,9867,1056,530,1997
2426,146198,10224,1709,530,1998
2427,150459,20239,1144,530,1999
2428,154990,8492,486,530,2000
2429,159911,10609,1260,530,2001
2430,163478,9251,1701,530,2002
2431,163758,9759,1786,530,2003
2432,167888,8762,1565,530,2004
2433,171925,10284,1453,530,2005
2434,181270,10306,1632,530,2006
2435,191921,16331,1667,530,2007
2436,195229,11503,1605,530,2008
2437,184877,8887,1507,530,2009
2438,189017,14184,1867,530,2010
2439,193796,10279,2033,530,2011
2440,198987,12421,1283,530,2012
2441,202592,13877,1221,530,2013
2442,203014,13930,1247,530,2014
2443,204324,14656,1400,530,2015
2444,207254,14846,1372,530,2016
2445,216888,17959,1490,530,2017
2446,220242,15726,1970,530,2018
2447,228136,15697,2409,530,2019
2448,232672,19040,3256,530,2020
2449,247546,19253,1972,530,2021
2450,88174,3583,4968,540,1987
2451,91877,3410,5331,540,1988
2452,95125,3425,6177,540,1989
2453,97646,3581,6694,540,1990
2454,99497,2712,3843,540,1991
2455,104191,2904,3531,540,1992
2456,103795,3424,4396,540,1993
2457,110757,3312,2649,540,1994
2458,118260,4024,2427,540,1995
2459,122128,4957,2198,540,1996
2460,127176,5256,2780,540,1997
2461,132894,6326,3275,540,1998
2462,135908,5428,2792,540,1999
2463,141887,7669,2374,540,2000
2464,149147,6629,2868,540,2001
2465,148650,5454,3335,540,2002
2466,149067,3126,3431,540,2003
2467,154909,6623,3257,540,2004
2468,158432,7355,3187,540,2005
2469,166139,9169,3327,540,2006
2470,171082,10586,3307,540,2007
2471,175525,9646,3674,540,2008
2472,168451,-5405,3279,540,2009
2473,171222,8124,3060,540,2010
2474,171077,9403,2978,540,2011
2475,176870,10100,1324,540,2012
2476,175348,8959,1190,540,2013
2477,179244,10759,1383,540,2014
2478,181593,9985,1657,540,2015
2479,184129,9881,1525,540,2016
2480,194099,9279,1483,540,2017
2481,197039,10297,1610,540,2018
2482,202951,12066,1682,540,2019
2483,210954,11504,2531,540,2020
2484,224367,12087,1984,540,2021
2485,79042,3507,5273,550,1987
2486,82195,3623,5587,550,1988
2487,84751,3630,5869,550,1989
2488,87825,3791,6244,550,1990
2489,91423,3475,3523,550,1991
2490,94743,3662,2864,550,1992
2491,95725,4039,2875,550,1993
2492,103278,3622,1880,550,1994
2493,108123,4041,1986,550,1995
2494,113222,4280,1425,550,1996
2495,118942,4913,1897,550,1997
2496,124937,6518,2283,550,1998
2497,128507,5434,1842,550,1999
2498,133865,7016,1807,550,2000
2499,137085,6775,2062,550,2001
2500,137024,5708,2443,550,2002
2501,137832,5175,2722,550,2003
2502,142951,5483,2580,550,2004
2503,147448,7046,2454,550,2005
2504,159445,7461,2708,550,2006
2505,165446,9748,2754,550,2007
2506,162052,7301,2892,550,2008
2507,152484,6423,2642,550,2009
2508,155808,6174,2396,550,2010
2509,158837,6415,2395,550,2011
2510,159764,5352,1280,550,2012
2511,163495,6738,1131,550,2013
2512,164108,6850,1165,550,2014
2513,168144,7682,1495,550,2015
2514,169910,8607,1583,550,2016
2515,182975,7196,1691,550,2017
2516,183252,6734,1760,550,2018
2517,192465,10679,1777,550,2019
2518,199664,9153,2596,550,2020
2519,208785,11648,2055,550,2021
2520,91888,3616,6201,561,1987
2521,95165,3793,6456,561,1988
2522,97488,3847,6921,561,1989
2523,100423,4345,6858,561,1990
2524,104425,4021,4516,561,1991
2525,106858,4528,4286,561,1992
2526,106405,4466,4808,561,1993
2527,114377,4306,1529,561,1994
2528,118909,4121,1496,561,1995
2529,122918,4638,922,561,1996
2530,129282,6579,1653,561,1997
2531,135300,5670,2424,561,1998
2532,138412,6070,1935,561,1999
2533,144488,8722,1503,561,2000
2534,149248,7040,1810,561,2001
2535,153225,6469,2561,561,2002
2536,155990,6235,2542,561,2003
2537,160204,6332,2619,561,2004
2538,164642,7144,2202,561,2005
2539,174089,9190,2931,561,2006
2540,181989,10528,3111,561,2007
2541,187231,9462,3777,561,2008
2542,180209,7485,3320,561,2009
2543,183545,8269,3650,561,2010
2544,184969,8804,3723,561,2011
2545,190966,8300,1725,561,2012
2546,193589,9107,1475,561,2013
2547,196328,9810,1665,561,2014
2548,197941,11986,1721,561,2015
2549,201028,11171,1631,561,2016
2550,206944,11828,1699,561,2017
2551,212646,9949,1729,561,2018
2552,218275,13742,1748,561,2019
2553,228180,12197,2502,561,2020
2554,240789,15719,1874,561,2021
2555,87952,4569,8598,563,1987
2556,92262,4940,10693,563,1988
2557,96761,5795,10432,563,1989
2558,98838,5308,11552,563,1990
2559,92734,6107,16245,563,1991
2560,93350,6165,18092,563,1992
2561,96864,5903,18777,563,1993
2562,115600,4841,4462,563,1994
2563,121237,5280,3827,563,1995
2564,126621,5860,3820,563,1996
2565,130442,5952,4236,563,1997
2566,137765,6865,5716,563,1998
2567,143233,5987,6452,563,1999
2568,148713,9096,5296,563,2000
2569,153776,6717,5926,563,2001
2570,158452,6148,7651,563,2002
2571,160530,7079,5706,563,2003
2572,163561,5513,4886,563,2004
2573,166184,8218,4971,563,2005
2574,171067,9449,7490,563,2006
2575,182460,13912,8247,563,2007
2576,186816,9416,7142,563,2008
2577,181978,9344,6645,563,2009
2578,185472,9017,7054,563,2010
2579,186207,8123,7412,563,2011
2580,190046,8458,1910,563,2012
2581,190396,9995,1561,563,2013
2582,191260,9672,1889,563,2014
2583,191935,10494,2806,563,2015
2584,189961,10133,2471,563,2016
2585,194366,14565,2331,563,2017
2586,194166,12680,3951,563,2018
2587,201343,12267,2867,563,2019
2588,209697,11259,3284,563,2020
2589,219915,18165,2812,563,2021
2590,85733,4541,4587,573,1987
2591,89284,4637,4952,573,1988
2592,93373,4726,5249,573,1989
2593,96763,5293,5204,573,1990
2594,100156,5163,2842,573,1991
2595,103383,5299,2931,573,1992
2596,103521,5414,3063,573,1993
2597,113032,4982,1561,573,1994
2598,119236,5086,1482,573,1995
2599,125214,5750,711,573,1996
2600,132230,5666,1235,573,1997
2601,137120,5762,1714,573,1998
2602,141260,6771,1292,573,1999
2603,147610,6843,1006,573,2000
2604,151986,7194,1271,573,2001
2605,154574,6612,1800,573,2002
2606,156980,6197,2056,573,2003
2607,162218,6573,2032,573,2004
2608,169543,7714,1690,573,2005
2609,178170,9356,2015,573,2006
2610,187279,11621,2173,573,2007
2611,184135,10167,2178,573,2008
2612,178861,7584,1926,573,2009
2613,181909,8086,2154,573,2010
2614,185765,6995,2123,573,2011
2615,190641,7370,1582,573,2012
2616,197944,8681,1083,573,2013
2617,192683,9252,1173,573,2014
2618,193843,11294,1548,573,2015
2619,194370,11588,1440,573,2016
2620,204398,10251,1377,573,2017
2621,206777,8696,1623,573,2018
2622,214909,10410,1699,573,2019
2623,225135,11693,2499,573,2020
2624,238746,12914,1903,573,2021
2625,83581,3971,3809,575,1987
2626,87464,4113,4850,575,1988
2627,90279,4478,5173,575,1989
2628,93592,5036,4316,575,1990
2629,96202,4292,2688,575,1991
2630,99940,4605,2433,575,1992
2631,99975,4661,3302,575,1993
2632,108348,4613,1399,575,1994
2633,115502,4287,1438,575,1995
2634,119619,4903,651,575,1996
2635,126546,4570,1092,575,1997
2636,132171,5096,1511,575,1998
2637,137714,5209,1046,575,1999
2638,144362,5576,780,575,2000
2639,149726,7145,880,575,2001
2640,151895,5794,1369,575,2002
2641,153044,5565,1672,575,2003
2642,157713,5552,1530,575,2004
2643,165202,6629,1375,575,2005
2644,174974,7361,1660,575,2006
2645,181611,9549,1827,575,2007
2646,182746,9090,1731,575,2008
2647,173138,7373,1567,575,2009
2648,176810,9298,1736,575,2010
2649,180634,7012,1734,575,2011
2650,186327,10077,1400,575,2012
2651,190106,10585,1271,575,2013
2652,189592,10637,1486,575,2014
2653,194048,14074,1669,575,2015
2654,196069,11476,1542,575,2016
2655,206144,13137,1510,575,2017
2656,210410,12863,1695,575,2018
2657,219755,12194,1546,575,2019
2658,230000,13793,2369,575,2020
2659,244850,14872,1699,575,2021
2660,84453,3248,6579,580,1987
2661,88883,2970,6472,580,1988
2662,91562,2691,7441,580,1989
2663,94142,2740,7853,580,1990
2664,98192,1988,5335,580,1991
2665,101861,2256,4453,580,1992
2666,101142,2863,4950,580,1993
2667,108570,4012,3463,580,1994
2668,113986,5210,3873,580,1995
2669,118792,5571,3825,580,1996
2670,123740,5743,4456,580,1997
2671,128932,6897,5114,580,1998
2672,133648,7619,5039,580,1999
2673,138649,8966,4928,580,2000
2674,143931,7221,5071,580,2001
2675,146061,7845,5410,580,2002
2676,147129,6842,5530,580,2003
2677,151597,8584,5532,580,2004
2678,156277,10250,5203,580,2005
2679,166773,10199,5298,580,2006
2680,173404,13722,4905,580,2007
2681,177475,9918,5529,580,2008
2682,168458,6327,4979,580,2009
2683,171749,7572,4637,580,2010
2684,172533,7631,4357,580,2011
2685,175793,8028,1359,580,2012
2686,175177,9120,1263,580,2013
2687,177436,7394,1273,580,2014
2688,179241,9695,1594,580,2015
2689,183005,9584,1516,580,2016
2690,191419,10572,1497,580,2017
2691,194854,9011,1587,580,2018
2692,199356,11980,1669,580,2019
2693,209593,11031,2460,580,2020
2694,219457,13940,1858,580,2021
2695,93664,3101,6020,607,1987
2696,98845,3359,6904,607,1988
2697,100501,3434,7547,607,1989
2698,102890,3782,9068,607,1990
2699,104705,4029,2964,607,1991
2700,106841,3870,3104,607,1992
2701,108089,3605,3418,607,1993
2702,114630,3465,1729,607,1994
2703,120542,4230,1743,607,1995
2704,125087,4209,918,607,1996
2705,129421,4357,1503,607,1997
2706,135617,4720,2211,607,1998
2707,140755,4384,1751,607,1999
2708,147218,5174,1446,607,2000
2709,152041,5286,1787,607,2001
2710,155984,5057,2368,607,2002
2711,158121,4934,1857,607,2003
2712,161833,4902,1805,607,2004
2713,167607,6925,1638,607,2005
2714,177437,9348,1718,607,2006
2715,186483,10158,1720,607,2007
